n_per_cluster,fibers_center,fibers_radius,point_in_matrix,vf,matrix_properties,fibers_properties,mesh_size
1,"((0.21798175333315953, 0.2411554892389225), (0.7694698497270365, 0.25030583203713874), (0.22927600766374878, 0.5985278425617863), (0.4515219107657179, 0.11626015050480998), (0.7396993646317518, 0.591682359645018), (0.4110153197770965, 0.662551387749894), (0.42950625677757626, 0.39882774753876005), (0.38812588180256014, 0.8725071336467681), (0.8882939492560703, 0.8846601247159935), (0.1441201034640911, 0.7714167980733353), (0.34117921280449715, 0.510323719534614), (0.45980869399790536, 0.25786339386309687), (0.5910687732406442, 0.44754873036854304), (0.21978496086276766, 0.9260093063860488), (0.594076509164161, 0.7188782376267306), (0.6982892107403137, 0.8578915181300698), (0.16441805273929067, 0.08258433998102577), (0.8427000424413174, 0.7593888741513158), (0.08537281928673257, 0.9163431258435435), (0.11004483429599066, 0.4745791072421879), (0.6612442471897072, 0.13216410296097003), (0.8428656942587234, 0.4643654282532933), (0.3793653431351738, 0.0052925791978769565), (0.3793653431351738, 1.005292579197877), (0.3793653431351738, 1.005292579197877), (0.5874694960915338, 0.28972975462688133), (0.7971537255800683, 0.9760523886733438), (0.7971537255800683, -0.023947611326656237), (0.7971537255800683, -0.023947611326656237), (0.7993826450747078, 0.113135888727387), (0.9109161927308681, 0.6364040889779388), (0.9874068955391195, 0.34556012666459135), (-0.012593104460880467, 0.34556012666459135), (-0.012593104460880467, 0.34556012666459135), (0.9052008197658158, 0.2042794290691926), (0.011534224515153624, 0.7736491212506845), (1.0115342245151537, 0.7736491212506845), (1.0115342245151537, 0.7736491212506845))",0.05524494125654653,"(0.54, 0.9)",0.2876445564757355,"(100000000000, 0.3, 400000000, 354369033.58337617, 0.3410860566492455)","(299943847691.3267, 0.25)",0.00631,30
1,"((0.9357697415608698, 0.869597285228464), (0.3202559644514418, 0.8421479141589148), (0.40134732295115993, 0.56914650893393), (0.4798890823613874, 0.2592889577386813), (0.5664251678528046, 0.7761260297080207), (0.08075126694167056, 0.45438272473776), (0.3329509465840548, 0.23949848945547036), (0.6266496125776295, 0.4640165623345138), (0.08774039622836582, 0.8256568676573867), (0.7799474534588982, 0.8785179807408243), (0.8392160025361781, 0.3305988815735619), (0.8842793890407676, 0.700626354625025), (0.667791703415233, 0.29671126249240776), (0.26498034122801994, 0.43270938060405273), (0.6958462775825018, 0.08274621468401988), (0.013422623439644843, 0.23213681545550413), (1.0134226234396448, 0.23213681545550413), (1.0134226234396448, 0.23213681545550413), (0.1653325870417378, 0.14884873052795788), (0.7055482904041684, 0.6022808642361863), (0.7608648511921083, 0.20724740417520315), (0.148072198254527, 0.6079451475571278), (0.559714651729499, 0.07427094248495636), (0.34029503857939625, 0.6906052435793213), (0.5677629632248917, 0.6267477948215796), (0.02175123610161489, 0.6564667928454008), (1.0217512361016148, 0.6564667928454008), (1.0217512361016148, 0.6564667928454008), (0.41173369170289564, 0.9793198743969435), (0.41173369170289564, -0.020680125603056543), (0.41173369170289564, -0.020680125603056543), (0.4720637230065695, 0.44757362195110495), (0.7002259996371049, 0.767551103094902), (0.21199468030934376, 0.012243912583151939), (0.21199468030934376, 1.012243912583152), (0.21199468030934376, 1.012243912583152), (0.8742722689884297, 0.561145033918836), (0.2150640321507925, 0.7442425821430836))",0.05524494125654653,"(0.9, 0.1)",0.2876445564757355,"(100000000000, 0.3, 400000000, 354369033.58337617, 0.3410860566492455)","(299943847691.3267, 0.25)",0.00631,30
1,"((0.6585250931756285, 0.5824580516291861), (0.0006953497730809444, 0.19226963211365966), (1.000695349773081, 0.19226963211365966), (1.000695349773081, 0.19226963211365966), (0.7935076953749912, 0.6661488393048222), (0.21046502036351356, 0.7836294980380246), (0.5726855485194345, 0.8523455201229713), (0.7776485801819779, 0.1658244111392858), (0.8342742696567905, 0.36910694031036717), (0.6706552114848132, 0.45238984321927855), (0.11970300534030043, 0.4300627044702485), (0.9835128227152864, 0.5380071997903473), (-0.016487177284713606, 0.5380071997903473), (-0.016487177284713606, 0.5380071997903473), (0.7420725740992243, 0.02312180802730346), (0.7420725740992243, 1.0231218080273035), (0.7420725740992243, 1.0231218080273035), (0.3515880196015566, 0.7158418256406), (0.4712174781881492, 0.008754083876641228), (0.4712174781881492, 1.0087540838766413), (0.4712174781881492, 1.0087540838766413), (0.9151536586319375, 0.7124023967659158), (0.520917039792078, 0.694403803182076), (0.18162092757735804, 0.15700984904001325), (0.0775724604060074, 0.6811781992208883), (0.3545599330404319, 0.8965141453818971), (0.3239837900083081, 0.27670727876015444), (0.7307533106961946, 0.8413507258201035), (0.2549574672317161, 0.0068777729613659355), (0.2549574672317161, 1.0068777729613658), (0.2549574672317161, 1.0068777729613658), (0.007931151191619024, 0.34591072387245125), (1.007931151191619, 0.34591072387245125), (1.007931151191619, 0.34591072387245125), (0.34362719947135256, 0.11366985317057676), (0.4037931824827393, 0.5731145760549599), (0.24211243660875714, 0.6328926334043341), (0.505236042917037, 0.2734410482268592), (0.6249066985474475, 0.09264579659059125), (0.9081780425490684, 0.07808518939866316), (0.3263453178049165, 0.4637610264445351), (0.08477057063792837, 0.9848095309188549), (0.08477057063792837, -0.015190469081145075), (0.08477057063792837, -0.015190469081145075))",0.05524494125654653,"(0.9, 0.9)",0.2876445564757355,"(100000000000, 0.3, 400000000, 354369033.58337617, 0.3410860566492455)","(299943847691.3267, 0.25)",0.00631,30
1,"((0.7272495806221753, 0.35732112034073027), (0.34840147521161535, 0.39198925718288247), (0.9957534000696645, 0.4802435195184148), (-0.004246599930335493, 0.4802435195184148), (-0.004246599930335493, 0.4802435195184148), (0.7800161861534998, 0.5234150307735539), (0.18400467764865114, 0.10892128537939583), (0.345173201629283, 0.8666818755330393), (0.9796515051203517, 0.19283333965395488), (-0.020348494879648293, 0.19283333965395488), (-0.020348494879648293, 0.19283333965395488), (0.3040958247874367, 0.7304291859978038), (0.4656336634466628, 0.13629124396260572), (0.5986287901634552, 0.25451535955760585), (0.7399463554164835, 0.12172498081020566), (0.15855933775395592, 0.7130010542087769), (0.49369181861671896, 0.9032519862252704), (0.5357469315116845, 0.5048755412146239), (0.3406941978333017, 0.20162594535975364), (0.12347956385362502, 0.9058426803079165), (0.6682162105412949, 0.8316402542982545), (0.15904255353693186, 0.42437369949457615), (0.8408747607197695, 0.8319084194278942), (0.4459506024641384, 0.28988071076200883), (0.7714680169281873, 0.9943593773309), (0.7714680169281873, -0.005640622669100037), (0.7714680169281873, -0.005640622669100037), (0.46795922314791094, 0.7209335184133594), (0.26020785895373166, 0.6057457418824362), (0.1355715526878719, 0.27693012228622393), (0.9889504549757596, 0.8577687171915466), (-0.011049545024240381, 0.8577687171915466), (-0.011049545024240381, 0.8577687171915466), (0.9090307479564802, 0.9848465621139535), (0.9090307479564802, -0.015153437886046506), (0.9090307479564802, -0.015153437886046506), (0.8727067762124316, 0.41292196449165597), (0.5914581831086237, 0.9880616881646095), (0.5914581831086237, -0.011938311835390514), (0.5914581831086237, -0.011938311835390514), (0.8075320922882606, 0.6827148122894398), (0.6176602367630137, 0.6990677894696329))",0.05524494125654653,"(0.84, 0.25)",0.2876445564757355,"(100000000000, 0.3, 400000000, 354369033.58337617, 0.3410860566492455)","(299943847691.3267, 0.25)",0.00631,30
1,"((0.5066899121736508, 0.8981879750515055), (0.02229348286279531, 0.39254107245920555), (1.0222934828627954, 0.39254107245920555), (1.0222934828627954, 0.39254107245920555), (0.7029086521364711, 0.4489001372721294), (0.1438296931383285, 0.2728580889061465), (0.28528994165712496, 0.10556979188485494), (0.14067808938112247, 0.13917644987028832), (0.5799823058185226, 0.6472977431978277), (0.8732215218989362, 0.1645124776630651), (0.20576027668330432, 0.7596698910400294), (0.44911794663470395, 0.6951650829783956), (0.45159963954491045, 0.10597922214896971), (0.20575977252178257, 0.5356539650732424), (0.9156829563823676, 0.799517941412041), (0.7885059662456012, 0.28310676109893496), (0.6628342708703198, 0.18897063091512467), (0.6849867489877489, 0.859735608629218), (0.8328747450250643, 0.6323767353770281), (0.3297831874068091, 0.4316162598078289), (0.7273647129037644, 0.0017887863309750118), (0.7273647129037644, 1.001788786330975), (0.7273647129037644, 1.001788786330975), (0.9814237706195487, 0.0923154582819734), (-0.018576229380451337, 0.0923154582819734), (-0.018576229380451337, 0.0923154582819734), (0.5632695901327217, 0.4690646324174633), (0.5403462315256955, 0.26267954173995933), (0.7378764417277761, 0.7298846459055452), (0.3712090586250094, 0.2699079527974241), (0.3532114145462857, 0.8085715549515934), (0.3510423971661262, 0.6086850533960845), (0.9008776771446478, 0.4820032595967416), (0.16842954121521203, 0.9086751350957772), (0.010166260830080764, 0.6679904039824209), (1.0101662608300808, 0.6679904039824209), (1.0101662608300808, 0.6679904039824209), (0.828223416004633, 0.8983758879185278))",0.05524494125654653,"(0.45999999999999996, 0.38)",0.2876445564757355,"(100000000000, 0.3, 400000000, 354369033.58337617, 0.3410860566492455)","(299943847691.3267, 0.25)",0.00631,30
1,"((0.3147106803878944, 0.5635316469919028), (0.6732281322958694, 0.8923655341264277), (0.28454953048771914, 0.24394134411921986), (0.0001253308310511514, 0.14962640314541475), (1.0001253308310512, 0.14962640314541475), (1.0001253308310512, 0.14962640314541475), (0.6201563382128571, 0.09106911633595594), (0.8629284581444213, 0.9198082189980423), (0.8304240271753428, 0.16833051991179837), (0.5904370862937778, 0.5126145271227414), (0.13878907882965663, 0.4643786964231422), (0.8229551762039921, 0.5269128625840113), (0.7805657271148078, 0.765555762811848), (0.026268591591150248, 0.8908604241757827), (1.0262685915911502, 0.8908604241757827), (1.0262685915911502, 0.8908604241757827), (0.4344998652434363, 0.396757601901072), (0.8923827843190643, 0.676162274687505), (0.7128317251022712, 0.6118956641910247), (0.37095539429917634, 0.12445383888707684), (0.4226206172616128, 0.8686355941142831), (0.6400841094948148, 0.32139107221661745), (0.2416739808412537, 0.8898718613068137), (0.5069764589577122, 0.2235213041544113), (0.6335250879681548, 0.7352764093926603), (0.15637999091993926, 0.6354079104174982), (0.5294697815640649, 0.9833258859748959), (0.5294697815640649, -0.016674114025104103), (0.5294697815640649, -0.016674114025104103), (0.44897195828837166, 0.7239017743481716), (0.1124690233553316, 0.7749560581613972), (0.9774003058711023, 0.35033175999137245), (-0.02259969412889773, 0.35033175999137245), (-0.02259969412889773, 0.35033175999137245), (0.12656521081838779, 0.0119531873199894), (0.12656521081838779, 1.0119531873199894), (0.12656521081838779, 1.0119531873199894), (0.009565756248793189, 0.5329841267892749), (1.0095657562487932, 0.5329841267892749), (1.0095657562487932, 0.5329841267892749), (0.2571633755274261, 0.7426746944914175), (0.8332094301178821, 0.3767914033277431))",0.059318393632747136,"(0.12000000000000001, 0.27)",0.3316270065018845,"(100000000000, 0.3, 400000000, 312078644.1549252, 0.5443562639817976)","(469328453741.6293, 0.25)",0.00678,30
1,"((0.8318583349564606, 0.5605780111001849), (0.6562676816083163, 0.9914489506972968), (0.6562676816083163, -0.008551049302703229), (0.6562676816083163, -0.008551049302703229), (0.3117330907427114, 0.2942088016375626), (0.7380139150358049, 0.26319887765982064), (0.4286502162371655, 0.6329306605588548), (0.11746652707041327, 0.32757777301916313), (0.14120081833628484, 0.8668817154369275), (0.5766358680849631, 0.3218011743735849), (0.3467489057949803, 0.08852805629824567), (0.12142236234579051, 0.10217574414611352), (0.2776412971785156, 0.9032781794933658), (0.9944108680983527, 0.6866780684206025), (-0.005589131901647337, 0.6866780684206025), (-0.005589131901647337, 0.6866780684206025), (0.8458270809052034, 0.37291433094270654), (0.9744939362089071, 0.4917413296699411), (-0.02550606379109288, 0.4917413296699411), (-0.02550606379109288, 0.4917413296699411), (0.4659528822950415, 0.43110145374818476), (0.6517505937573433, 0.5677055257257755), (0.1878106246456278, 0.7075180845154402), (0.9168958094011508, 0.8949566097948193), (0.30295879035297435, 0.5305546719936286), (0.5151751597951969, 0.7877516793654981), (0.9855128900536438, 0.024307473417476633), (-0.014487109946356158, 0.024307473417476633), (0.9855128900536438, 1.0243074734174766), (-0.014487109946356158, 1.0243074734174766), (-0.014487109946356158, 0.024307473417476633), (0.9855128900536438, 1.0243074734174766), (-0.014487109946356158, 1.0243074734174766), (0.13362797754826916, 0.5626303898298354), (0.9922782500849302, 0.17426741499076281), (-0.007721749915069798, 0.17426741499076281), (-0.007721749915069798, 0.17426741499076281), (0.759127534120965, 0.7338192118538552), (0.48324562116339675, 0.022195421423095496), (0.48324562116339675, 1.0221954214230955), (0.48324562116339675, 1.0221954214230955), (0.8058877959105848, 0.9821770382732705), (0.8058877959105848, -0.01782296172672948), (0.8058877959105848, -0.01782296172672948), (0.5398683334981706, 0.18273038249207063), (0.37556345520256496, 0.7702011659873307), (0.6831135587924623, 0.4295679350122136), (0.7125533683075388, 0.12150873166298892))",0.059318393632747136,"(0.66, 0.84)",0.3316270065018845,"(100000000000, 0.3, 400000000, 312078644.1549252, 0.5443562639817976)","(469328453741.6293, 0.25)",0.00678,30
1,"((0.5060769351768004, 0.26146146655599534), (0.7963855995132731, 0.6751715382834678), (0.1676996682805234, 0.320096684821789), (0.22818826584206786, 0.1761164679255327), (0.6459178104731034, 0.43260507671177906), (0.14952818384963928, 0.016733085348309973), (0.14952818384963928, 1.01673308534831), (0.14952818384963928, 1.01673308534831), (0.5116424632545707, 0.10543244119368078), (0.8461759160146056, 0.5063815024176451), (0.4942276747665012, 0.7267352677881452), (0.027899948799984475, 0.6430276249342354), (1.0278999487999845, 0.6430276249342354), (1.0278999487999845, 0.6430276249342354), (0.5237059627671461, 0.5334601918047407), (0.6734001333894855, 0.5884200548347712), (0.866727254223833, 0.8175466743672845), (0.9892939633189621, 0.9186662672319094), (-0.010706036681037867, 0.9186662672319094), (-0.010706036681037867, 0.9186662672319094), (0.39477727960431774, 0.8844829080442403), (0.17754645063926966, 0.7487265537745584), (0.807330926703918, 0.1877014163503089), (0.13994387897488947, 0.45745634978832184), (0.5490103682433817, 0.8669107542582053), (0.6659047906389491, 0.991363625560916), (0.6659047906389491, -0.008636374439084049), (0.6659047906389491, -0.008636374439084049), (0.9935447971152278, 0.4446515640311841), (-0.006455202884772193, 0.4446515640311841), (-0.006455202884772193, 0.4446515640311841), (0.6968348611536646, 0.7977791598656919), (0.8438553222816538, 0.021370426297967482), (0.8438553222816538, 1.0213704262979675), (0.8438553222816538, 1.0213704262979675), (0.3517789769650784, 0.3327167993318275), (0.27920229119260787, 0.4795687824101411), (0.746076274913689, 0.3296294540797782), (0.24073003727248043, 0.9013724094573382), (0.9739586014438713, 0.21778040891205208), (-0.026041398556128748, 0.21778040891205208), (-0.026041398556128748, 0.21778040891205208), (0.20512125508532753, 0.6130145160371953), (0.8929277164381303, 0.3397861717200952))",0.059318393632747136,"(0.37, 0.62)",0.3316270065018845,"(100000000000, 0.3, 400000000, 312078644.1549252, 0.5443562639817976)","(469328453741.6293, 0.25)",0.00678,30
1,"((0.5351482913501283, 0.47724927394562133), (0.08257313613559802, 0.5449110916390678), (0.5329198803119525, 0.7736461200794971), (0.1543348808766346, 0.33844109688993784), (0.5159311647278858, 0.02269566005636736), (0.5159311647278858, 1.0226956600563675), (0.5159311647278858, 1.0226956600563675), (0.8454734877269162, 0.8137376905457235), (0.016845709812976395, 0.016206489075652142), (1.0168457098129764, 0.016206489075652142), (0.016845709812976395, 1.0162064890756521), (1.0168457098129764, 1.0162064890756521), (1.0168457098129764, 0.016206489075652142), (0.016845709812976395, 1.0162064890756521), (1.0168457098129764, 1.0162064890756521), (0.21611506949726278, 0.4765622232730864), (0.21079928899022415, 0.6372520266546119), (0.42943789960251344, 0.8925717748498071), (0.29370008784313906, 0.30440816508730284), (0.8839231562327736, 0.46106939910904654), (0.6795050513286722, 0.5999712949898623), (0.7493595514337096, 0.30864034636359694), (0.8942053534279849, 0.0807269695392665), (0.015017577247366853, 0.17639919030132767), (1.0150175772473669, 0.17639919030132767), (1.0150175772473669, 0.17639919030132767), (0.023487826173644533, 0.8318965371648759), (1.0234878261736444, 0.8318965371648759), (1.0234878261736444, 0.8318965371648759), (0.2993076726016636, 0.7624198949459481), (0.854636001041491, 0.6139048035157344), (0.531437767259616, 0.3063767614000119), (0.17382606115631338, 0.9932847454608634), (0.17382606115631338, -0.0067152545391365726), (0.17382606115631338, -0.0067152545391365726), (0.37103496413229065, 0.5928001669763792), (0.7318923004766729, 0.45303811638177915), (0.4062979582206594, 0.2135608335402014), (0.7682173071884294, 0.0047363012074799204), (0.7682173071884294, 1.00473630120748), (0.7682173071884294, 1.00473630120748), (0.3653547100347774, 0.4242414779447017), (0.25981979373906305, 0.12810428052185463), (0.6288064552257027, 0.9099466667746153), (0.8836560902356824, 0.23660658534649415), (0.572558492624858, 0.17228023406666226))",0.059318393632747136,"(0.69, 0.76)",0.3316270065018845,"(100000000000, 0.3, 400000000, 312078644.1549252, 0.5443562639817976)","(469328453741.6293, 0.25)",0.00678,30
1,"((0.2711688733183517, 0.8642056103128948), (0.18996052604575764, 0.45409159524934395), (0.015020599146408853, 0.8749700461876833), (1.0150205991464087, 0.8749700461876833), (1.0150205991464087, 0.8749700461876833), (0.4177885200193431, 0.1480814000927556), (0.9168830683447252, 0.11428149649511665), (0.5855625543396399, 0.6037521826079845), (0.10488070371841329, 0.2729843173521209), (0.8716695147495477, 0.5357844993791399), (0.14925127552676087, 0.9753736750529939), (0.14925127552676087, -0.024626324947006117), (0.14925127552676087, -0.024626324947006117), (0.19108744100222863, 0.6729660880426789), (0.48331004391712684, 0.01153995225386606), (0.48331004391712684, 1.011539952253866), (0.48331004391712684, 1.011539952253866), (0.5139029310079869, 0.7229824000960619), (0.7085454450674401, 0.2979437555645922), (0.676291369684507, 0.763638713713593), (0.7066010712634975, 0.5057760031310716), (0.6847522647588625, 0.09367145113160713), (0.39306671921140013, 0.5077198116199674), (0.5430922284516556, 0.24866496138568428), (0.014493253292415131, 0.38521788088780806), (1.0144932532924151, 0.38521788088780806), (1.0144932532924151, 0.38521788088780806), (0.27234334810620153, 0.09493222350533248), (0.9096601972255042, 0.9736603436613901), (0.9096601972255042, -0.026339656338609907), (0.9096601972255042, -0.026339656338609907), (0.8086900089874567, 0.8490402779116737), (0.08842699312943336, 0.552073651141376), (0.29380677640393504, 0.28986062012694724), (0.5230576286335068, 0.8719344281044499), (0.3749668666789413, 0.7415302935006823), (0.8808049549880826, 0.31815311665490476), (0.8833777247571937, 0.7207272460212993), (0.5396028028806583, 0.46637149983580883), (0.6786476170605227, 0.9067179890278315))",0.059318393632747136,"(0.1, 0.12000000000000001)",0.3316270065018845,"(100000000000, 0.3, 400000000, 312078644.1549252, 0.5443562639817976)","(469328453741.6293, 0.25)",0.00678,30
1,"((0.604127342516491, 0.5334342679652522), (0.21926521875255633, 0.46273695560376027), (0.378238366558989, 0.5202132064590317), (0.27111897853359834, 0.8281643611844056), (0.8288534296037697, 0.770140851521949), (0.6303316723293143, 0.3795000494620009), (0.10571756043206448, 0.8610419302638963), (0.24098006315693232, 0.12066172874152992), (0.025557114340680198, 0.13572846519454107), (1.02555711434068, 0.13572846519454107), (1.02555711434068, 0.13572846519454107), (0.4910673953737671, 0.4101820319109293), (0.6400650983080044, 0.798005469891366), (0.3070647503948979, 0.24833749137388883), (0.8507923195897076, 0.3988782148255682), (0.9754408387813774, 0.2866509959096246), (-0.02455916121862256, 0.2866509959096246), (-0.02455916121862256, 0.2866509959096246), (0.41299134070431487, 0.8792858579672442), (0.20613876610969128, 0.6586444007741435), (0.6358198192500146, 0.9997417726197656), (0.6358198192500146, -0.0002582273802343993), (0.6358198192500146, -0.0002582273802343993), (0.5182949655649556, 0.19082484569810698), (0.09382924975109408, 0.36551456145707406), (0.7620811713401878, 0.2451215421764933), (0.00859039687071439, 0.6581639827706028), (1.0085903968707144, 0.6581639827706028), (1.0085903968707144, 0.6581639827706028), (0.13826237088947013, 0.21649193380411647), (0.47380531112073143, 0.6624873917568265), (0.8070783325589511, 0.02505233947224439), (0.8070783325589511, 1.0250523394722444), (0.8070783325589511, 1.0250523394722444), (0.8821203893004633, 0.5754151344560303), (0.7599725220344724, 0.8902826397975299), (0.3846299821661199, 0.08499099742993133), (0.7307146735911572, 0.6665752844894153), (0.27454760001700385, 0.982382302342412), (0.27454760001700385, -0.017617697657588027), (0.27454760001700385, -0.017617697657588027), (0.08334116012424708, 0.5047816353212802))",0.059318393632747136,"(0.75, 0.51)",0.3316270065018845,"(100000000000, 0.3, 400000000, 312078644.1549252, 0.5443562639817976)","(469328453741.6293, 0.25)",0.00678,30
1,"((0.5746307734920622, 0.24259174280739998), (0.32539968230371796, 0.3386392088457949), (0.40017548614590437, 0.7719246802433227), (0.7631248424441551, 0.012709605109408217), (0.7631248424441551, 1.0127096051094082), (0.7631248424441551, 1.0127096051094082), (0.21877253790403917, 0.5714376072840108), (0.4612698895787377, 0.9094340432584771), (0.7454577806410654, 0.6571630759944411), (0.2037713347930148, 0.8600773470569794), (0.565480434435074, 0.6931874179169947), (0.9146251119200732, 0.3047979029129163), (0.09981390180884986, 0.021788257130097133), (0.09981390180884986, 1.0217882571300971), (0.09981390180884986, 1.0217882571300971), (0.24160612594623676, 0.09287740569048353), (0.855841905895659, 0.8127432672508801), (0.4498698471361572, 0.5836481397089556), (0.9740910203190857, 0.12326423661845609), (-0.025908979680914324, 0.12326423661845609), (-0.025908979680914324, 0.12326423661845609), (0.8500522808547737, 0.4963762562849905), (0.15811286738735209, 0.36858520350855684), (0.6782723849037565, 0.890483661716987), (0.590706014541868, 0.47145773619166165), (0.008144737453849804, 0.6838273945932358), (1.0081447374538497, 0.6838273945932358), (1.0081447374538497, 0.6838273945932358), (0.7904073767978785, 0.19660138378694192), (0.02421900371123009, 0.44247853055524966), (1.02421900371123, 0.44247853055524966), (1.02421900371123, 0.44247853055524966), (0.4195033565357478, 0.21863740922068842), (0.5909029174924127, 0.1014774465894388), (0.14768684321813796, 0.19856879801170035), (0.7611010096944173, 0.3524328284280067), (0.24031815978979698, 0.7217364040148726), (0.4837718831889748, 0.35106018747484125), (0.004556696570930163, 0.8290149551226326), (1.0045566965709303, 0.8290149551226326), (1.0045566965709303, 0.8290149551226326), (0.3380676397564699, 0.9869885210479075), (0.3380676397564699, -0.013011478952092537), (0.3380676397564699, -0.013011478952092537))",0.059318393632747136,"(0.33999999999999997, 0.49)",0.3316270065018845,"(100000000000, 0.3, 400000000, 312078644.1549252, 0.5443562639817976)","(469328453741.6293, 0.25)",0.00678,30
1,"((0.2968858617029381, 0.5705843705182654), (0.4890728773460393, 0.5024477507834093), (0.3473688374919697, 0.9789439151189316), (0.3473688374919697, -0.02105608488106836), (0.3473688374919697, -0.02105608488106836), (0.09939709642604766, 0.09452169535644883), (0.9103726420484355, 0.4730030487841702), (0.8700702708709314, 0.6949866687228253), (0.015578543249592292, 0.6842636486909326), (1.0155785432495923, 0.6842636486909326), (1.0155785432495923, 0.6842636486909326), (0.8493109159631953, 0.16944794933260043), (0.48017548989768455, 0.3203057504135849), (0.6187890725494396, 0.3320931684224737), (0.28517348380687313, 0.32273935960683364), (0.10436102654632762, 0.8807427812756776), (0.6070507460686423, 0.7400585090180101), (0.9033166902422621, 0.9753255037786244), (0.9033166902422621, -0.02467449622137563), (0.9033166902422621, -0.02467449622137563), (0.6545817386652301, 0.5792847303699825), (0.7466785382890853, 0.44033638241387274), (0.687187835477111, 0.024280296666442824), (0.687187835477111, 1.0242802966664428), (0.687187835477111, 1.0242802966664428), (0.19761487286384216, 0.19649592527977922), (0.460205336555532, 0.14046163027685465), (0.978785677796305, 0.2282224007589102), (-0.021214322203695013, 0.2282224007589102), (-0.021214322203695013, 0.2282224007589102), (0.5109159710844627, 0.8858244391502338), (0.16199063492190746, 0.4065281220589324), (0.38104998097721, 0.738868329051851), (0.8816319955844355, 0.3301537568506794), (0.6069716563043177, 0.17747236560555946), (0.7763787058613023, 0.8749626969965656), (0.7314796497605692, 0.24641727182847117), (0.12095842516005051, 0.5616527333531517), (0.21313571759704353, 0.6890573200292034), (0.24527220343111444, 0.8564459202775119))",0.059318393632747136,"(0.32, 0.12000000000000001)",0.3316270065018845,"(100000000000, 0.3, 400000000, 312078644.1549252, 0.5443562639817976)","(469328453741.6293, 0.25)",0.00678,30
1,"((0.7068079117611619, 0.6574171583963291), (0.8111384227835259, 0.8832539976626863), (0.5517687239897392, 0.7796468962666486), (0.8386817025403129, 0.10961906863979576), (0.10849279729242756, 0.5299929077652762), (0.9952948451129604, 0.7732126903376024), (-0.004705154887039598, 0.7732126903376024), (-0.004705154887039598, 0.7732126903376024), (0.15280501434629123, 0.2728132526752486), (0.8493936916534137, 0.3605874602861969), (0.5457282256171336, 0.9786547509759009), (0.5457282256171336, -0.021345249024099067), (0.5457282256171336, -0.021345249024099067), (0.5285013779271828, 0.5406666716643947), (0.5841709238695627, 0.27150513021446343), (0.3607373576647429, 0.5936470545542808), (0.29527339024098664, 0.32065976619693926), (0.3223891227461645, 0.45746494526987047), (0.20940702787387433, 0.09154974307586972), (0.35888161086118053, 0.7742439817507959), (0.02009939969316632, 0.09774123895913167), (1.0200993996931662, 0.09774123895913167), (1.0200993996931662, 0.09774123895913167), (0.45081114972426817, 0.1791474821325425), (0.7287397837989609, 0.4371348941862572), (0.17407917401117878, 0.7199012308117521), (0.6608836889953149, 0.11267491158232845), (0.14162205649894788, 0.8609999178971416), (0.3335850507949325, 0.9984076946944241), (0.3335850507949325, -0.0015923053055758585), (0.3335850507949325, -0.0015923053055758585), (0.9730753460198702, 0.4967289931790335), (-0.026924653980129776, 0.4967289931790335), (-0.026924653980129776, 0.4967289931790335), (0.846315810310361, 0.5852865499227368), (0.7322920848623524, 0.2536978142352121), (0.47249310355589436, 0.36819232874897156), (0.008756561075524694, 0.33376922563229905), (1.0087565610755247, 0.33376922563229905), (1.0087565610755247, 0.33376922563229905), (0.9094267675824703, 0.23368670623812204), (0.9772874707458862, 0.9189657114200216), (-0.022712529254113822, 0.9189657114200216), (-0.022712529254113822, 0.9189657114200216))",0.059318393632747136,"(0.85, 0.74)",0.3316270065018845,"(100000000000, 0.3, 400000000, 312078644.1549252, 0.5443562639817976)","(469328453741.6293, 0.25)",0.00678,30
